pool_id,symbol,root_gauge,child_gauge,distributor,period_finish,rate,last_update,integral
0x835772bab114563746da80806930a9e37aa853440002000000000000000004c0,D2D-rETH,0x2d02bf5ea195dc09854e18e7d2857a16bf376963,0x089a2E069700B0f2B16f69A6e02b01818ce22e7d,0x0000000000000000000000000000000000000000,0,0,0,0
0x84a1038d55e887c2abb8cb02ccf4c9d3871c859a000000000000000000000489,Stafi rETH/WETH,0xa4daa3498677d655e359b0fc83ebdbd8dbf76a50,0x641A430b13A99bFe6ac217D85efE9Bc09CAc0cB7,0x0000000000000000000000000000000000000000,0,0,0,0
0xc9f52540976385a84bf416903e1ca3983c539e34000200000000000000000434,50tBTC-50WETH,0xa8d974288fe44acc329d7d7a179707d27ec4dd1c,0x011417BBED6FC9cefF36C032D431b0eFcBA7f8B3,0xF23d8342881eDECcED51EA694AC21C2B68440929,1699030269,2141697787888810,1699026284,53520035773967565961
0xfa92d9dd808d0e8d68079bdc7f01e74658e1ef15000000000000000000000477,alETH/rETH-BPT,0xce540832f7c790d25345aa19fb1db3cfdea04611,0x1970d3B0bBAA3cdEaDC96D65e604947EC3BBCEE1,0x0000000000000000000000000000000000000000,0,0,0,0
0x26e5c5e2b48815b59640a1a82ac3c2249188daf4000000000000000000000476,alETH/wstETH-BPT,0xd2c2b1c0f8ad6e653ed7064fa7bad7a22de8b249,0x40e6923C794bC01Dfb0801B043BdC985249f79c2,0x0000000000000000000000000000000000000000,0,0,0,0
0xead7e0163e3b33bf0065c9325fc8fb9b18cc82130000000000000000000004a9,STAR/USDC-BPT ,0x329caebb9be5144c5727347f64f8b3a3b109ec57,0xD7a5122a4e88EC9fBE94301A0Bff6114ddFe5d4B,0xF23d8342881eDECcED51EA694AC21C2B68440929,1699627815,2521411696961493,1699023015,0
0xc7fa3a3527435720f0e2a4c1378335324dd4f9b3000200000000000000000459,55auraBal-45wsteth,0x175407b4710b5a1cb67a37c76859f17fb2ff6672,0x82d2c7B67Eaa5028c89BE86CeA8e1DF5bd2119A1,0xF23d8342881eDECcED51EA694AC21C2B68440929,1699030269,5413412271002040,1698970224,4384147653318773710
0x3f09c77b19ad8bb527355ec32d5ce98421fec2e30000000000000000000004b2,axlBAL/BAL,0x66e9a9d0a35c6a368a66a432abd9db4fb248f212,0xfC83DbD818e897cF1F9527254A11bF0e6E1cb970,0x0000000000000000000000000000000000000000,0,0,0,0
0x9791d590788598535278552eecd4b211bfc790cb000000000000000000000498,wstETH-WETH-BPT,0xb6d101874b975083c76598542946fe047f059066,0x260cbb867359a1084eC97de4157d06ca74e89415,0xF23d8342881eDECcED51EA694AC21C2B68440929,1699030269,3092680028946881,1699026284,415789582885648335220
0xa1a8bf131571a2139feb79401aa4a2e9482df6270002000000000000000004b4,50wstETH/50-4Pool,0xa8bb331a84032b156e5c670152a5bd48f5dec784,0x138E37c3885169DB38e046D5c814C0e95566566c,0x0000000000000000000000000000000000000000,0,0,0,0
0x3fd4954a851ead144c2ff72b1f5a38ea5976bd54000000000000000000000480,ankrETH/wstETH-BPT,0x671ed21480acf63b0ab7297b901505f5bccafa9b,0xfC745035F31BCbaEb2D1a89aA9171495c671F6cE,0xF23d8342881eDECcED51EA694AC21C2B68440929,1699030269,3935667422553284,1698970237,18759023432750151540
0x423a1323c871abc9d89eb06855bf5347048fc4a5000000000000000000000496,4POOL-BPT,0xbb1a15dfd849bc5a6f33c002999c8953afa626ad,0xa14453084318277b11d38FbE05D857A4f647442B,0xF23d8342881eDECcED51EA694AC21C2B68440929,1699030269,9479708792632519,1699016302,13424958865990171
0xade4a71bb62bec25154cfc7e6ff49a513b491e81000000000000000000000497,rETH-WETH-BPT,0x00b9bcd17cb049739d25fd7f826caa2e23b05620,0xd6B875d62c2661eaB66472F36c672e4B512f1135,0xF23d8342881eDECcED51EA694AC21C2B68440929,1699030269,7394077388631585,1699026284,22596950724950458319
0x3cdf30e36154a66a4478e15ed41659b5bb0738f100000000000000000000049b,DUSD-4POOL-BPT,0x91ceeb8d46428c5b8d76debc8156992e45d2d63f,0xc3522B0A58d9f12f33E542FC3c3C051b4AF01c83,0xF23d8342881eDECcED51EA694AC21C2B68440929,1699627815,536477253869317,1699023730,590777093404585014
0x0c8972437a38b389ec83d1e666b69b8a4fcf8bfd00000000000000000000049e,wstETH/rETH/sfrxETH,0x49f530b45ae792cdf5cbd5d25c5a9b9e59c6c3b8,0x34BDBEcd3B911a8DCB17aC68B961a8D16db52673,0x0000000000000000000000000000000000000000,0,0,0,0
0x76b9cbd55fd6776c2de18738a04b0f9da56ce6ca00020000000000000000048d,80BETS/20wstETH,0x35e5100c90c1d657942ec5ec4cbe38c53845245f,0x483C355E1EEe153C739648f6f2452B844e88D272,0x0000000000000000000000000000000000000000,0,0,0,0
0x6b9f3f6b9054a45702d3f2c6e3d32a60204934cb0000000000000000000004a7,USDF/USDC,0x25ddcad849de576c2a6c124984ce59e62739156d,0x5A5F940409fcAC49c3a3aAC6547c6991339CE428,0x0000000000000000000000000000000000000000,0,0,0,0
